Vowel,Word,Speaker,Number,Episode,Turn,Text,Text_Subset,Text_Caption,Start,End
ə,among,Gretchen,4,33,106,"That's how long it takes for your spelling house to get really messy. Classical Arabic is from around this period and that's the Arabic that's in the Koran, so it's very prestigious among Arabic speakers. It's got a lot of stuff that is not necessarily reflected in the pronunciation anymore. One of the things that I noticed when I was studying Arabic for a couple years in undergrad is that there are four kinds of Aleph in Arabic. Aleph's the first letter of the alphabet. It's got a common origin with the Greek Alpha and with our letter A. There are four of them in Arabic. There's your regular Aleph, which is just written like a straight line, and that just makes the /a/ sound. So, that's pretty easy.",so it's very prestigious among Arabic speakers. It,"Arabic that's in the Koran, so it's very prestigious among Arabic speakers. It's",1293549.0,1297879.0
ə,among,Gretchen,5,31,191,"It's important for them to know that this language is still in-use among kids their age and can be used by kids their age, and it's not just a grandma/grandpa thing that old people do, and it is something that can be part of their lives the way it's part of these other kids' lives.",language is still in-use among kids their age and ,"this language is still in-use among kids their age and can be used by kids their age, and",2180080.0,2184149.0
ə,among,Lauren,1,81,131,"It's around 20% of languages in the database have that. The final type of auxiliary use they coded for was, in an English example, 'The grass was eaten by the horse' -- since the horse didn't get its grass before, I wanna make sure it has had it now. That passive usage is found in about 10% of languages. The really nice thing about a database like Grambank is that we can click on the map and see that for these passives, there's this big chain of languages that spread down through the Europe, India, Indo-European area and then down into Southeast Asia. That 10% of languages tend to be focused in that area. There're large parts of the Pacific and Africa and North and South America where there aren't as many languages that do this, so we see some kind of common themes among specific languages of certain families or in certain areas that tend to more likely do this. That's one of the really useful benefits of a big database of features like this.",me kind of common themes among specific languages ,kind of common themes among specific,1741559.0,1743959.0
ə,among,Lauren,2,9,27,"For the organisers among you this is the most excellent use of somebody's time, it's so good.",For the organisers among you this is the mos,the organisers among you this is,340849.0,343189.0
ə,among,Lauren,3,42,16,"Also, Gretchen, one of the things I love about language is that it operates on all these different levels. A lot of the comparisons that you see among languages are based on their lexical similarity, so how similar the words are in those languages. You could have languages with very different words and have to learn completely new words but the language that you're learning might have features of grammar that are very familiar to you in your language, even if it's from a completely different family. Or it might have --",comparisons that you see among languages are based,"that you see among languages are based on their lexical similarity, so how similar the",226980.0,232599.0
ə,among,Lauren,4,12,81,"Yeah. It's an agreement among all of the speakers that this is the inventory of sounds that we need and use, and we don't have to overwork our little brains trying to keep lots of other distinctions in the mix as well.",Yeah. It's an agreement among all of the speakers,It's an agreement among all of the speakers that this is the inventory of sounds that,812949.0,816459.0
ə,among,Lauren,5,54,18,"Hmm, okay, well, both my PhD supervisors. I'd say half the people in the department that I current work in. I have written a grammar of a language. This is a perfectly common activity among my professional cohort. I assume it's a thing most people do and know about, so we don't really have to explain it for this episode at all. This is fine.",erfectly common activity among my professional coh,"who have written a grammar of a language? L: Hmm, okay, well, both my PhD supervisors.",171680.0,179919.0
ə,famous,Gretchen,1,40,62,"This is where, I think, your famous giraffe question comes from."," is where, I think, your famous giraffe question c","G: This is where, I think, your famous giraffe question comes from.",979480.0,984359.0
ə,famous,Gretchen,2,14,118,"So I think Finnish is famous as having, like, 14 cases, which sounds really complicated, but some of them actually pretty much just correspond to what you might do with a preposition.","So I think Finnish is famous as having, like, 1","Gretchen: So I think Finnish is famous as having, like, 14",1354759.0,1358008.0
ə,famous,Gretchen,3,79,122,"Especially on computers. I just love that both of these systems are by the same guy, Zhao, who is also the guy that came up with the famous Chinese sentence that illustrates the necessity of writing tone in Chinese -- he had some themes -- which is the tongue-twister sentence that's about the lion-eating poet in the stone den.",uy that came up with the famous Chinese sentence t,who is also the guy that came up with the famous Chinese sentence that illustrates the necessity,1351980.0,1358639.0
ə,famous,Gretchen,4,77,68,"I've seen this on some signs. It seems to be -- I was walking in one of the streets, and they were saying, 'shiok' because they were trying to say, 'This food is good,' and it's good in a Singaporean sort of way. I think the sign said, 'Shiok lah,' which was maybe a little bit trying to be really heavy on the Singlish thing because 'lah' is this famous word in Singlish that is used as a particle at the end of sentences for a lot of different purposes.",ng because 'lah' is this famous word in Singlish t,Singlish thing because 'lah' is this famous word in Singlish that is used as a particle at the end,1332600.0,1337819.0
ə,famous,Gretchen,5,73,40,"I technically haven't been there either, but I learned a bit about it in Canadian history class. One of the things it's linguistically famous for, the varieties of the Inuit language, which are spoken by the people up there, is that it's a whole continuum where from one village to the next or from one area to the next, there's all these small differences that add up into if you pick two places that are relatively far apart, people can't necessarily understand each other, whereas any two places that are relatively close together, oh, yeah, that's sort of close enough, and you can figure your way out through.","ings it's linguistically famous for, the varieties","One of the things it's linguistically famous for, the varieties of the Inuit language,",406440.0,410039.0
ə,famous,Lauren,1,8,84,"Yeah. One way that some dictionaries do this and the Oxford English Dictionary on Historical Principles, is the most famous and probably the most comprehensive in English, is by using historical quotes to provide supporting evidence for their definition and the change in a words meaning over time. Which is the something that I take for granted, but I use all the time, it is such a useful feature of dictionaries."," Principles, is the most famous and probably the m","principles, is the most famous and",1237750.0,1239819.0
ə,famous,Lauren,2,2,36,"As an English native speaker, growing up with the language that doesn't have any kind of politeness distinction like that, and growing up in Australia which is kind of stereotypically famous for its lack of formal register - even though that's not entirely true. This distinction in formality really made me - and you hear this a lot from English speakers when they learn languages with these pronoun difference distinctions - it really stresses them out as to which one is appropriate. I started learning Nepali which has, not only two, it had three different politeness distinctions. So it has the formal polite pronoun and then it has the like one that you can use with people who you're close to, and then it has one that is for children and dogs. So my Nepali teacher just didn't even teach me that last one - she was like 'as a foreigner there is no social situation in which that one is going to be appropriately useful for you' and so trying to navigate when which one is appropriate it can be, it can feel a bit stressful.", kind of stereotypically famous for its lack of fo,kind of stereotypically famous for its,535180.0,537519.0
ə,famous,Lauren,3,49,22,"It's interesting to put this in contrast to the other most famous version of Beowulf in translation that I know of which is Seamus Heaney's from somewhere in the middle of the 20th Century where I feel like he tried to capture the mythical grandeur of Old English and chose very stoic, solid sounding Old English words. I don't think he would've had the dragon 'putting the world on blast.'",ntrast to the other most famous version of Beowulf,L: It's interesting to put this in contrast to the other most famous version of Beowulf,381860.0,388839.0
ə,famous,Lauren,4,20,126,"And this is kind of a famous Adelaide variation. And people really, really got into it, because we always get stuck, you know, kind of being on the outside of these maps for other people.",And this is kind of a famous Adelaide variation,famous Adelaide variation.,1495640.0,1498638.0
ə,famous,Lauren,5,56,116,And if-clauses are famous for not existing quite in our reality. That's one of the things they're doing.,And if-clauses are famous for not existing q,see any?' Or in if-clauses. L: And if-clauses are famous for not existing,1531289.0,1540168.0
ə,support,Gretchen,1,10,19,"Lauren is going to be, like, co-teaching the class from afar, she doesn't know it yet, but she's going to be like, 'Hey, go support my students!' [Music]","ing to be like, 'Hey, go support my students!' [Mu","be like, 'Hey, go support my students!'",180959.0,189199.0
ə,support,Gretchen,2,7,152,"For more Lingthusiasm and links to all of the things mentioned in this episode you can go to Lingthusiasm dot com. You can listen to us on iTunes, google play music, SoundCloud or wherever else you get your podcasts. You can follow @Lingthusiasm on Twitter, Facebook and Tumblr, and you can support this podcast at patreon.com / lingthusiasm. I can be found @GretchenAMcC on Twitter and my blog is All Things Linguistic.com."," and Tumblr, and you can support this podcast at p","Tumblr, and you can support this podcast",2124510.0,2127359.0
ə,support,Gretchen,3,82,157,"I can be found as @GretchenAMcC on Twitter, my blog is AllThingsLinguistic.com, and my book about internet language is called Because Internet. Lingthusiasm is able to keep existing thanks to the support of our patrons. If you wanna get an extra Lingthusiasm episode to listen to every month, our entire archive of bonus episodes to listen to right now, or if you just wanna help keep the show running ad-free, go to patreon.com/lingthusiasm or follow the links from our website. Patrons can also get access to our Discord chatroom to talk with other linguistics fans and be the first to find out about new merch and other announcements. Recent bonus topics include our 2022 listener survey responses, using linguistics in the workplace, and our very special, [ASMR voice] very soothing, Lingthusiasmr episode where we read the Harvard Sentences to you in a calm, soothing voice. [Regular voice] If you can't afford to pledge, that's okay, too. We also really appreciate it if you can recommend Lingthusiasm -- and maybe Lingthusiasmr? -- to anyone in your life who's curious about language.",p existing thanks to the support of our patrons. I,Lingthusiasm is able to keep existing thanks to the support of our patrons.,2555369.0,2559189.0
ə,support,Gretchen,4,84,5,"Oh, we sure do. I mean, I don't think the language learning platforms are all bad. I just wouldn't feel comfortable endorsing one without trying it out for hundreds of hours, at which point, that's not really very cost effective. It's easier to just say no. So if you like that Lingthusiasm exists, and you wanna help us continue to exist for many years in the future, we'd really appreciate your support -- especially on Patreon.",d really appreciate your support -- especially on ,"years in the future, we'd really appreciate your support -- especially on Patreon.",84600.0,88259.0
ə,support,Gretchen,5,83,168,"For more Lingthusiasm and links to all the things mentioned in this episode go to lingthusiasm.com. You can listen to us on Apple Podcasts, Google Podcasts, Spotify, SoundCloud, YouTube, or wherever else you get your podcasts. You can follow @lingthusiasm on Twitter, Facebook, Instagram, and Tumblr. You can get redesigned IPA posters, 'Not Judging Your Grammar, Just Analysing It' stickers, t-shirts that say, 'Etymology isn't Destiny,' and other Lingthusiasm merch at lingthusiasm.com/merch. I can be found as @GretchenAMcC on Twitter, my blog is AllThingsLinguistic.com, and my book about internet language is called Because Internet. Lauren tweets and blogs as Superlinguo. Our guest, Pedro Mateo Pedro, can be found at pedromateopedro.ca. Lingthusiasm is able to keep existing thanks to the support of our patrons. If you wanna get an extra Lingthusiasm episode to listen to every month, our entire archive of bonus episodes to listen to right now, or if you just wanna help keep the show running ad-free, go to patreon.com/lingthusiasm or follow the links from our website. Patrons can also get access to our Discord chatroom to talk with other linguistics fans and be the first to find out about new merch and other announcements. Recent bonus topics include an interview about what it's like to transcribe all of the Lingthusiasm episodes as a linguist, using linguistics in the workplace beyond academia, and a very special Lingthusiasmr bonus episode where we read The Harvard Sentences to you [ASMR voice] in a calm, soothing voice. [Normal voice] Can't afford to pledge? That's okay, too. We also really appreciate it if you can recommend Lingthusiasm to anyone in your life who's curious about language. Lingthusiasm is created and produced by Gretchen McCulloch and Lauren Gawne. Our Senior Producer is Claire Gawne, our Editorial Producer is Sarah Dopierala, our Production Assistant is Martha Tsutsui-Billins, and our Editorial Assistant is Jon Kruk. Our music is 'Ancient City' by The Triangles.",p existing thanks to the support of our patrons. I,keep existing thanks to the support of our patrons. If you wanna get an extra Lingthusiasm,2382570.0,2387149.0
ə,support,Lauren,1,84,2,"I'm Lauren Gawne. Today, we're getting enthusiastic about pointing. But first, this episode is brought to you by all of the fantastic people who have supported the podcast by becoming patrons or buying merch over the years. We don't work with a big production company or anything; it's just us. We're really able to just keep doing the show because of your support both in recommending the show to other people and when you're able to help us financially.",antastic people who have supported the podcast by ,episode is brought to you by all of the fantastic people who have supported the podcast by becoming,29340.0,34199.0
ə,support,Lauren,2,49,80,We've both done lots of Wikipedia editing. We have run LingWiki events to improve linguistics content on Wikipedia. It's challenging enough to write these articles in one language that I am proficient in. I'm always in awe of people who choose to translate and support content in their second or third languages because it is a non-trivial task to translate really complicated information in a way that is really clear., choose to translate and support content in their ,people who choose to translate and support content in their second or third languages,1736320.0,1741898.0
ə,support,Lauren,3,40,9,"Our last exciting announcement is that our patrons also helped us meet a new funding goal, which means that we now have some additional ling-ministration support.",tional ling-ministration support.,"goal, which means that we now have some additional ling-ministration support.",157390.0,162929.0
ə,support,Lauren,4,18,153,"It's something to do with the ineffable quality of reciprocal support. It's tied in a lot with the idea of community -- not gonna lie, it has a kind of Anglo vibe. It's --",le quality of reciprocal support. It's tied in a l,to do with the ineffable quality of reciprocal support. It's tied in a lot,1401519.0,1407408.0
ə,support,Lauren,5,11,3,"And also on the Patreon, we have a new supporter level, which is the Lingthusiasm multipack. For a $20 a month subscription, you can have the opportunity to privately share bonus episodes with your students, or if you have a couple of broke friends and you want to share the Lingthusiasm bonus episode joy with them, this tier is a way that lets you do that in good conscience, and you also get to nominate topics and vote on future bonus episode topics. So you can find that and all the other levels of support that we have at patreon.com/lingthusiasm.","e Patreon, we have a new supporter level, which is","works. L: And also on the Patreon, we have a new supporter level, which is the Lingthusiasm",40610.0,45349.0
ɛ,bet,Gretchen,1,29,144,"Yeah, I was looking at examples of this and there is a four-hook one. Some people analyse the English for 'bet' as having four hooks. You could say, 'I bet you five dollars on Usain Bolt that he'll win the race.'",analyse the English for 'bet' as having four hooks,analyse the English for 'bet' as having four hooks. You,1360600.0,1363979.0
ɛ,bet,Gretchen,2,29,146,"I mean, I could bet you five dollars on Usain Bolt, but I think you would not take this bet because probably he's gonna win.","I mean, I could bet you five dollars on U","dollars on...' G: I mean, I could bet you five dollars on",1377519.0,1379959.0
ɛ,bet,Gretchen,3,80,92,I am going to bet you that someone will actually name their cat 'Felicity Conditions' and tell us about it as a result of this episode.,I am going to bet you that someone will,"Any time you make a wager and say, 'I bet that.' G: I am going to bet you that someone will",1362960.0,1369619.0
ɛ,bet,Gretchen,4,80,98,"If only we knew it was so easy to change the world. These types of statements that change the world are known as 'performative utterances.' They were first described by a linguist, a philosopher, named J. L. Austin in 1962. Some of the examples are also a little bit 1962. One of them is 'I bet you sixpence it will rain tomorrow.' You're like, 'Oh, sixpence, all right.'", 1962. One of them is 'I bet you sixpence it will ,are also a little bit 1962. One of them is 'I bet you sixpence it will rain tomorrow.',1434360.0,1442939.0
ɛ,bet,Gretchen,5,77,156,"I talk into the -- they transcribe me, they understand me. But I notice even when I'm speaking French to them, which I don't have a native French accent, they're not very good at transcribing what I'm saying in a language that isn't like the very Paris French that they're trained on. I bet this happens with Singlish.",at they're trained on. I bet this happens with Sin,isn't like the very Paris French that they're trained on. I bet this happens with Singlish.,2382360.0,2387399.0
ɛ,bet,Lauren,1,80,95,"Okay. It seems like we all win in this situation. We've now created a condition in the world that did not exist before this conversation, which is that we have an ice cream-based bet between us.", have an ice cream-based bet between us.,which is that we have an ice cream-based bet between us.,1390920.0,1394159.0
ɛ,bet,Lauren,2,80,91,"Bets are also a form of performative language. Any time you make a wager and say, 'I bet that.'",Bets are also a form of p,makes the name exist more so than the paperwork. L: Bets are also a form of performative language.,1357140.0,1362959.0
ɛ,bet,Lauren,3,80,101,"I could probably find a sixpence coin, but it wouldn't mean a lot to transact that bet.",n a lot to transact that bet.,"but it wouldn't mean a lot to transact that bet. G: You could buy it on eBay or something,",1461660.0,1465439.0
ɛ,bet,Lauren,4,80,115,'I hereby bet you.','I hereby bet you.',"hereby name,' 'I hereby vote for so-and-so.' L: 'I hereby bet you.'",1580700.0,1585199.0
ɛ,bet,Lauren,5,74,2,"I'm Lauren Gawne. Today, are we getting enthusiastic about questions? You bet. But first, our most recent bonus episode was a tour through the world of child language acquisition research after Gretchen read 103 papers on different languages.","tic about questions? You bet. But first, our most ",enthusiastic about questions you bet but,25980.0,28979.0
ɛ,guest,Gretchen,1,83,168,"For more Lingthusiasm and links to all the things mentioned in this episode go to lingthusiasm.com. You can listen to us on Apple Podcasts, Google Podcasts, Spotify, SoundCloud, YouTube, or wherever else you get your podcasts. You can follow @lingthusiasm on Twitter, Facebook, Instagram, and Tumblr. You can get redesigned IPA posters, 'Not Judging Your Grammar, Just Analysing It' stickers, t-shirts that say, 'Etymology isn't Destiny,' and other Lingthusiasm merch at lingthusiasm.com/merch. I can be found as @GretchenAMcC on Twitter, my blog is AllThingsLinguistic.com, and my book about internet language is called Because Internet. Lauren tweets and blogs as Superlinguo. Our guest, Pedro Mateo Pedro, can be found at pedromateopedro.ca. Lingthusiasm is able to keep existing thanks to the support of our patrons. If you wanna get an extra Lingthusiasm episode to listen to every month, our entire archive of bonus episodes to listen to right now, or if you just wanna help keep the show running ad-free, go to patreon.com/lingthusiasm or follow the links from our website. Patrons can also get access to our Discord chatroom to talk with other linguistics fans and be the first to find out about new merch and other announcements. Recent bonus topics include an interview about what it's like to transcribe all of the Lingthusiasm episodes as a linguist, using linguistics in the workplace beyond academia, and a very special Lingthusiasmr bonus episode where we read The Harvard Sentences to you [ASMR voice] in a calm, soothing voice. [Normal voice] Can't afford to pledge? That's okay, too. We also really appreciate it if you can recommend Lingthusiasm to anyone in your life who's curious about language. Lingthusiasm is created and produced by Gretchen McCulloch and Lauren Gawne. Our Senior Producer is Claire Gawne, our Editorial Producer is Sarah Dopierala, our Production Assistant is Martha Tsutsui-Billins, and our Editorial Assistant is Jon Kruk. Our music is 'Ancient City' by The Triangles.","logs as Superlinguo. Our guest, Pedro Mateo Pedro,","guest, Pedro Mateo Pedro, can be found at pedromateopedro.ca. Lingthusiasm is able to",2377270.0,2382569.0
ɛ,guest,Gretchen,2,78,91,"For more Lingthusiasm and links to all the things mentioned in this episode, including our previous video episodes on gesture and an interview with Lina Hou, go to lingthusiasm.com. You can listen to us on Apple Podcasts, Google Podcasts, Spotify, SoundCloud, YouTube, or wherever else you get your podcasts. You can follow @lingthusiasm on Twitter, Facebook, Instagram, and Tumblr. You can get IPA scarves, 'Not Judging Your Grammar' stickers, esoteric symbols mugs, and other Lingthusiasm merch at lingthusiasm.com/merch. I can be found as @GretchenAMcC on Twitter, my blog is AllThingsLinguistic.com, and my book about internet language is called Because Internet. Lauren tweets and blogs as Superlinguo. Our guest, Gabrielle Hodge, can be found on Twitter as @gab_hodge and her website is gabriellehodge.com. Have you listened to all the Lingthusiasm episodes, and you wish there were more? You can get access to an extra Lingthusiasm episode to listen to every month plus our entire archive of bonus episodes to listen to right now at patreon.com/lingthusiasm or follow the links from our website. Have you gotten really into linguistics, and you wish you had more people to talk with about it? Patrons can also get access to our Discord chatroom to talk with other linguistics fans. Plus, all patrons help keep the show ad-free. Can't afford to pledge? That's okay, too. We also really appreciate it if you can recommend Lingthusiasm to anyone in your life who's curious about language. Lingthusiasm is created and produced by Gretchen McCulloch and Lauren Gawne. Our Senior Producer is Claire Gawne, our Editorial Producer is Sarah Dopierala, and our Production Assistant is Martha Tsutsui-Billins. Our music is 'Ancient City' by The Triangles. The interpreter for this episode is Julie Judd.","logs as Superlinguo. Our guest, Gabrielle Hodge, c","Our guest, Gabrielle Hodge, can be found on Twitter as @gab_hodge and her website is gabriellehodge.com.",1957179.0,1964538.0
ɛ,guest,Gretchen,3,77,1,"Welcome to Lingthusiasm, a podcast that's enthusiastic about linguistics! I'm Gretchen McCulloch. I'm here with Woon Fei Ting who's a Research Associate and the Lab Manager at the Brain, Language & Intersensory Perception Lab at Nanyang Technological University in Singapore. Today, we're getting enthusiastic about kids in multilingual environments. We'd like to extend a huge thanks to Dr. Suzy Styles, who heads the BLIP lab at NTU, for hosting me in Singapore! Check out our interview with Suzy about which words sound spiky across languages. See the link in the show notes. But first, some announcements. We're doing another Lingthusiasm liveshow just a few days after this episode goes up. The liveshow is online at 4:00 p.m. on February the 18th, for me in Montreal, or 8:00 a.m. on the 19th for Lauren in Melbourne, 2023. Follow the link in the show notes fore more time zones. This liveshow is a Q&A about language and gender with returning special guest, Dr. Kirby Conrod. You may remember Kirby from their very popular episode about the grammar of 'singular they,' so we're bringing them back for more informal discussion which you can participate in. You can ask your language and gender-y questions or share your examples and stories in the comments on Patreon or in the AMA questions channel on Discord in advance or bring them along to the liveshow. You can join the Lingthusiasm liveshow by becoming a patron at the Lingthusiast tier or higher. This is also the tier that has access to our monthly bonus episodes -- most recently, a chat between me and Lauren about what's coming up in the year ahead, including our plans to keep giving you regular episodes while Lauren's on parental leave. Go to patreon.com/lingthusiasm to get access to the liveshow, monthly bonus episodes, and more. [Music]","r with returning special guest, Dr. Kirby Conrod. ","more time zones. This liveshow is a Q and A about language and gender with returning special guest,",61140.0,65459.0
ɛ,guest,Gretchen,4,77,4,Amazing! We're excited to be your very first time. Can we start with the question that we ask all of our guests? How did you get into linguistics?,n that we ask all of our guests? How did you get i,with the question that we ask all of our guests? How did you get into linguistics?,127320.0,130919.0
ɛ,guest,Gretchen,5,76,3,"We're really excited to be returning to one of fan favourite topics and answering your questions about language and gender with a returning special guest, Dr. Kirby Conrod, who you may remember from the very popular episode about the grammar of 'singular they.' We're bringing them back for more informal discussion, which you can participate in. If you're a Lingthusiasm patron, you can ask questions or share your examples and anecdotes about gender in various languages via Patreon or in the AMA questions channel on Discord. We might mention some of them in the episode. Or bring your questions and comments along to the liveshow itself.","with a returning special guest, Dr. Kirby Conrod, ","returning special guest, Dr. Kirby Conrod, who you may remember from the very popular episode about",46800.0,51359.0
ɛ,guest,Lauren,1,53,64,There's no '-dong' at all there. There's no suffix there. It's just a very short form. It's a word I heard a lot -- people asking me to eat as a guest. It's one I'm very familiar with.,le asking me to eat as a guest. It's one I'm very ,asking me to eat as a guest. It's one I'm very familiar with.,934110.0,940179.0
ɛ,guest,Lauren,2,76,6,"If you're listening in the future and want to find out about these events as they're happening, you can follow us on various social media @lingthusiasm. Our most recent bonus episode for patrons was outtakes and deleted scenes from some of the interviews we've done recently. If you wanna hear more from our guests -- Kat Gupta, Lucy Maddox, and Randall Munroe -- you can go to patreon.com/lingthusiasm to get access to that, a whole bunch of other bonus episodes, and our upcoming liveshow. [Music]","wanna hear more from our guests -- Kat Gupta, Lucy","some of the interviews we've done recently. If you wanna hear more from our guests -- Kat Gupta,",105840.0,110099.0
ɛ,guest,Lauren,3,76,146,"I can be found as @GretchenAMcC on Twitter, my blog is AllThingsLinguistic.com, and my book about internet language is called Because Internet. Have you listened to all the Lingthusiasm episodes, and you wish there were more? You can get access to an extra Lingthusiasm episode to listen to every month plus our entire archive of bonus episodes to listen to right now at patreon.com/lingthusiasm or follow the links from our website. Have you gotten really into linguistics, and you wish you had more people to talk with about it? Patrons can also get access to our Discord chatroom to talk with other linguistics fans. Plus, all patrons help keep the show ad-free. Recent bonus topics include outtakes from our interviews with Randall Munroe, Kat Gupta, and Lucy Maddox, an episode about stylised ye-olde-time-y English, and children learning languages. Plus, on February 18th or 19th, 2023, depending on your time zone, you can join us for a patron-exclusive liveshow featuring special guest, Dr. Kirby Conrod, to talk about language and gender. Can't afford to pledge? That's okay, too. We also really appreciate it if you can recommend Lingthusiasm to anyone in your life who's curious about language.","veshow featuring special guest, Dr. Kirby Conrod, ","you can join us for a patron-exclusive liveshow featuring special guest, Dr. Kirby Conrod, to talk",2193840.0,2198459.0
ɛ,says,Gretchen,1,74,157,"Especially when the answer is a little bit more dis-preferred, if it's something that you feel a bit socially awkward about. Stokoe has this example with a salesperson and a client saying, 'And do you have internet access at all, Mr. Jones?' And the client says, 'Uh, yeah, the wife's got a laptop.' That really conveys some particular things about Mr. Jones and his relationship to the internet which is like he's sort of online but maybe not very online rather than just 'Yes, technically, there's internet access in the household.'",". Jones?' And the client says, 'Uh, yeah, the wife",Jones and the client says uh yeah the,1754880.0,1756859.0
ɛ,says,Gretchen,2,64,42,"I'm just picturing the phoneticians at the pub trivia night but for spectrograms. You pass around a bunch of spectrograms on some paper, and you're like, 'Okay, figure out what this says,' and like, prizes.","ay, figure out what this says,' and like, prizes.","out what this says,' and like, prizes.",814059.0,816668.0
ɛ,says,Gretchen,3,16,145,"So, one quote about that is, 'Today's morphology is yesterday's syntax -- or -- Today's syntax is yesterday's morphology.' And this is a quote by Tom Givón that gets kind of quoted in linguistics, but it comes in this idea from a linguist named R.M.W. Dixon, and he talks about languages evolving in a cycle from having a lot of individual words to kind of glomming those words onto each other a little bit to having these long words with lots of bits glommed on, and then keep going around. So you can put languages with lots of bits glommed on at twelve o'clock on a clock, you can put the languages with lots of individual words at four o'clock, and you can put the languages where the individual bits have started to stick together again at eight o'clock. So he says that Old Chinese was around three o'clock -- mostly individual words with some little bits of fusion -- and modern varieties are at five o'clock instead, so now they're heading towards glomming on in the other direction.", at eight o'clock. So he says that Old Chinese was,at eight o'clock. So he says that Old Chinese was around three o'clock,1482060.0,1488349.0
ɛ,says,Gretchen,4,10,139,"Yeah, something that was very interesting for me to learn in second language acquisition classrooms was that we have this sense that, oh, you need to start learning a language as a baby because otherwise you're going to be doomed and you're always going to, you know, it's always going to be hard for you. But there are actually some domains where adults have an advantage or older speakers, older children even, have an advantage. And so children tend to be better at the phonology side, so they're going to learn the sounds, the subtle distinctions, because that's all they're being exposed to and they have that capability. But it takes a long time for kids to learn a significant amount of vocabulary or grammar. Like, if you think about a baby, right, a baby gets exposed to a language. And as many hours in a day as it's awake, for a whole year, generally, before it even says a single word. Like if you gave an adult that kind of exposure, if you had them literally only being exposed to that language and you're like, 'Yeah, we don't really expect me to talk for a whole year,' that's just not what our expectations are when it comes to adults. And the fact that an adult can walk out of an hour-long class and have half a dozen words that they pretty much know, even if they have forgotten half of them by next week, that's still six words that they've learned, and the baby takes like a year and a half to learn that.","enerally, before it even says a single word. Like ",before it even says a single word. Like,1994440.0,1996808.0
ɛ,says,Gretchen,5,7,69,"Yes, she's done a great interview with Lexicon Valley, so you can check that out if you'd like more podcast things. And she's talked about 'like' and one of the points that she's made in one of her papers is that it's not randomly inserted. So one of the things that people have as a perception of 'like' is 'oh people are just throwing it around randomly and inserting it randomly'. She says no, you can actually characterize a bunch of different functions that it has and where each of those go with respect to other kinds of words. So there's the approximate of 'like' which is the one when you say 'what are we having for dinner?' 'Oh I don't know, like, pasta' which doesn't commit you to having specifically pasta but something in that general domain. Or there's quotative 'like', which is one of my favourites, which is when you say 'and then I was like' 'and then she was like' to introduce reported speech.","erting it randomly'. She says no, you can actually","randomly'. She says no, you can actually",729660.0,731069.0
ɛ,says,Lauren,1,2,90,"And so if Bob says something, I'll sign what Bob said in the left-hand space","And so if Bob says something, I'll sign","L: and so if Bob says something, I'll sign",1175970.0,1178039.0
ɛ,says,Lauren,2,74,80,"It's not the only way to do yes-no questions by any stretch of the imagination. I find it very convenient that Mandarin Chinese uses two other really common strategies that we can talk about, one of them being just a particle that says, 'Hey, I'm doing a question right now!'","ing just a particle that says, 'Hey, I'm doing a q",just a particle that says hey I'm doing,840300.0,842578.0
ɛ,says,Lauren,3,3,71,"So that's something in terms of the emotional journey that is something quite different between the film and the short story because in the short story she says very clearly even though I knew exactly what was going to happen and how events were going to unfold I felt completely uncompelled to— I mean, I guess it's the same in the short story and the film but in the short story it's not made clear that she and her husband get divorced because she tells him or he figures out that she knows something about the future. it's just how events go. Sometimes when films dabble in that kind of stuff from a short story or a story you really like you can feel a bit cheated but I thought it was done really well.",e in the short story she says very clearly even th,short story she says very clearly even,924690.0,927029.0
ɛ,says,Lauren,4,20,124,"We made those small maps for the Linguistics Roadshow quite a few years ago, and I mentioned the potato cake/potato scallop lexical variation one in our episode on speaking a single language because Australians really, really got into these maps that we made. There were ten, a bunch of them are about lexical differences, one of them is an accent difference where Adelaide is the only place that says /dans/ instead of /dæns/.",e is the only place that says /dans/ instead of /d,Adelaide is the only place that says /dans/ instead of /dæns/.,1490169.0,1493538.0
ɛ,says,Lauren,5,74,84,"Yeah. Someone says, 'Do you want or not want tea?', as the default question structure. And then you say, 'Yào' or 'Bù yào,' 'I want' or 'I don't want.'","Yeah. Someone says, 'Do you want or not",not want yeah and so someone says do you,905639.0,909539.0
ɪ,bit,Gretchen,1,17,182,"Yeah. It's two vowel sounds. And then -- now we're down at the bottom and we've got the regular /a/ sound, and it was like, 'Yeah, I'm just going to squish forward a little bit to get out of the way of /ai/!' And so you have /æ/, so in a word like --", squish forward a little bit to get out of the way,squish forward a little bit to get out of the way of,1575740.0,1577919.0
ɪ,bit,Gretchen,2,82,45,"The Harvard Sentences, there's 720 of them -- about 10-word sentences -- so there's tons of them. They're also designed for their phonetic value. They're designed to contain English sounds in a range of different contexts. For example, in English, we say the /k/ sound in 'keen' slightly differently from how we say the /k/ sound in 'cool' or in 'stick.' You need to have words that contain it at the beginning of the word, at the end of the word, before several different vowels, so that when you're trying to put it into words, it sounds a little bit less robotic.","ords, it sounds a little bit less robotic.",it sounds a little bit less robotic.,622630.0,624059.0
