Episode,Text,Start,End
37,might be -- can you tell us more about what's actually in this language that doesn't necessarily,1654460.0,1658329.0
37,appear in the pages? L: Sure. There's a couple of translational,1658330.0,1662479.0
37,tidbits in Volume 1 of 'Shadowscent.' But I was interested in creating a language,1662480.0,1669649.0
37,that was really true to the world that it was spoken in. Knowing about this work with,1669650.0,1674759.0
37,"Cha'palaa and Jahai, and these languages that have much more of a focus on scent than",1674760.0,1678819.0
37,"English does, I wanted to do justice to it. There are two schools of thought when you",1678820.0,1683459.0
37,create a language. There's the people who try and strive for natural languages that,1683460.0,1690749.0
37,"make as much sense within what we know about what human languages do. Then, there are people",1690750.0,1695589.0
37,who make artificial languages that deliberately go against what we know human languages can,1695590.0,1701839.0
37,"do. For a lot of what I did with the language of Aramteskan, which is the language in the",1701840.0,1709259.0
37,"books, is a lot of it fits with what we know about human languages. It has a set of sounds",1709260.0,1717169.0
37,that you would expect to see in a possible human language. It has a lot of grammatical,1717170.0,1721559.0
37,features that are very exciting because I want it to be a bit more playful and create,1721560.0,1726849.0
37,a language that doesn't really exist when we look at what happens with smell in the,1726850.0,1731089.0
37,"world's languages. G: Oh, that's so interesting! The sounds",1731090.0,1734869.0
37,"are pretty vanilla, to use a scent metaphor, but the words for smell -- like when we talked",1734870.0,1743659.0
37,about these other languages that have these rich inventories of words for smell -- it's,1743660.0,1746729.0
37,"got a lot of these. It also does some stuff that natural languages, as far as we know,",1746730.0,1751749.0
37,don't do? L: Yes. One thing is I just made sure that,1751750.0,1753609.0
37,"there were lots of verbs for 'to smell.' Because in English was have -- you can 'smell,'",1753610.0,1759559.0
37,"you can 'sniff,' but there's not a really rich vocabulary.",1759560.0,1762699.0
37,G: You can 'olfact.' L: 'To olfact.' I created a whole bunch,1762700.0,1770739.0
37,of different verbs. There's only one verb for 'to move.' You don't 'run.',1770740.0,1776389.0
37,You don't 'walk.' You don't 'stroll.' You just move. That's not very exciting.,1776390.0,1782169.0
37,"But I have verbs for 'to smell something slowly for a long time,' 'to smell something",1782170.0,1789229.0
37,"by wafting it,' 'to accidentally smell something and then discover that it's disgusting",1789230.0,1795739.0
37,"and it's too late,' which I feel like is a feeling we've all had before, 'to",1795740.0,1803239.0
37,smell something that you can remember but you can't immediately place.',1803240.0,1806259.0
37,"G: Ooh! Like the tip of tongue phenomenon, but the tip of the nose phenomenon.",1806260.0,1810709.0
37,L: Yeah. 'To smell something with great enthusiasm.',1810710.0,1814819.0
37,G: This is delightful. L: I'm always expanding. If there is any,1814820.0,1820179.0
37,"form of 'to smell,' I can create a word for it.",1820180.0,1823619.0
37,"G: Hmm, okay. I'll have to put my thinking cap on.",1823620.0,1826119.0
37,"L: If you have any particular forms of smelling, I'm always -- it's one of those areas",1826120.0,1831469.0
37,of vocabulary that I'm just adding to all the time.,1831470.0,1834879.0
37,G: What about 'to smell something and you're not sure if it's disgusting or not'? You're,1834880.0,1838879.0
37,"like, 'Maybe that's a good smell. Maybe that's a bad smell.' You're just kind",1838880.0,1842219.0
37,"of smelling it experimentally. L: Hmm, yeah. You know what? I'm gonna add",1842220.0,1845549.0
37,that. G: Because I was thinking about this from,1845550.0,1847339.0
37,our list when we were looking through the things from other languages and some of the,1847340.0,1850549.0
37,words really kind of bordered on 'is this disgusting or not?',1850550.0,1853129.0
37,L: It's one of those things where some people find the smell of durian or other really pungent,1853130.0,1858109.0
37,"fruit really pleasant and other people don't. Some people have this moment of like, 'Ugh!",1858110.0,1863209.0
37,I don't know!' That's a really great one. I'm gonna add that to the language.,1863210.0,1866959.0
37,"G: Excellent. I feel so proud I had a contribution. L: Then, one of the other things that I did",1866960.0,1874299.0
37,"is we talked a lot about how all of our words for smells are like, 'It smells like burned",1874300.0,1880399.0
37,"hair,' or 'It smells like an orange.' As many of the vocabulary items as I could",1880400.0,1886619.0
37,in the language are 'the smell.' The basic vocabulary item is 'the smell of oranges.',1886620.0,1893569.0
37,"Then, you have to change that word to come up with 'the thing that smells like oranges.'",1893570.0,1898539.0
37,"G: Oh, wow! Okay. That's really interesting. If you wanna talk about actual oranges, you",1898540.0,1902339.0
37,"have to say, 'the thing that smells like oranges.'",1902340.0,1904409.0
37,"L: Yes. Flipping the whole thing on its head. G: That's great! It's like how some languages,",1904410.0,1909969.0
37,"their adjectives have the shapes of verbs. Whereas, in other languages their adjectives",1909970.0,1914519.0
37,are a little more like nouns or something. This is like everything is scent-derived as,1914520.0,1919759.0
37,"much as possible. Do you want to talk about the scent evidential? In a previous episode,",1919760.0,1926709.0
37,we talked about how languages have different strategies for introducing sources of knowledge.,1926710.0,1931969.0
37,"You can say, 'I witnessed this myself,' 'I heard it second-hand,' 'I deduced",1931970.0,1937339.0
37,it from the available evidence.' This seems like a really good place to introduce some,1937340.0,1940829.0
37,"sort of smell thing, right? L: You will be unsurprised to know, given",1940830.0,1944749.0
37,that evidentiality is something I have worked on for a long time and thought about for a,1944750.0,1949199.0
37,"long time, I couldn't resist putting grammatical evidentiality into this language.",1949200.0,1954019.0
37,G: For smell. L: But Aramteskan has an evidential system,1954020.0,1958569.0
37,"that does not exist, that we know of, in any human language.",1958570.0,1962619.0
37,"G: Yes! Thank you for not disappointing me. L: A lot of human languages will have like,",1962620.0,1968589.0
37,"'I know because I sense this using any of my senses,' or 'I know this because I",1968590.0,1973639.0
37,"saw it,' and then they might have another form that is used for all the other senses.",1973640.0,1978919.0
37,"In Aramteskan, we have 'I know this because I smelt it,' or 'I know this because I",1978920.0,1983989.0
37,"used one of my other senses, which aren't as important or interesting.' This divide",1983990.0,1989969.0
37,"is definitely not -- I mean, I don't think there's any language we've come across",1989970.0,1994099.0
37,"so far that has a specific grammatical evidential just for smell, let alone one that has one",1994100.0,1999339.0
37,for smell and prioritises it over all the other senses.,1999340.0,2002619.0
37,"G: This is delightful. Even though this is not actually in the pages of the book, you",2002620.0,2007669.0
37,can kind of feel this additional attention to sense and smell kind of permeating the,2007670.0,2011659.0
37,manuscript -- or wafting from it. L: Yes. As well as the lovely wafting scent,2011660.0,2016689.0
37,"of printed books, if you buy the paper version. G: That's true. There is that smell. Maybe",2016690.0,2022860.0
37,there's a language that has a better word for that. Maybe they could print it with those,2022861.0,2027889.0
37,smell marker Sniffin' Sticks and then you could scratch and sniff the entire book. Have,2027890.0,2032679.0
37,you thought about suggesting this to P. M. Freestone?,2032680.0,2035329.0
37,"L: Ah, it would be so amazing. G: It would be really expensive, I'm sure.",2035330.0,2040089.0
37,"Pay €200, get this scratch-and-sniff version of 'Shadowscent.' This is not available.",2040090.0,2045779.0
37,I'm making this up. But maybe this is something you could get.,2045780.0,2049348.0
37,"L: It would be so lovely. Even if you have to DIY the smell environment, 'Shadowscent:",2049349.0,2056239.0
37,"The Darkest Bloom,' as it's known in the UK, is out there now. 'Shadowscent,' as",2056240.0,2060539.0
37,"it's known in the US, is out November 5. It has a lovely hardback and a map in it in",2060540.0,2066829.0
37,"the US edition. That's gonna be super fancy. Book 2 will be out in 2020, I believe.",2066830.0,2073678.0
37,"G: Cool. I'm looking forward to Book 2. Yeah, maybe I'll just have to kind of DIY",2073679.0,2078999.0
37,my own scent experience for the book. [Music],2079000.0,2085269.0
37,"L: For more Lingthusiasm, and links to all the things mentioned in this episode, go to",2085270.0,2094089.0
37,"lingthusiasm.com. You can listen to us on Apple Podcasts, Google Podcasts, Spotify,",2094090.0,2098229.0
37,"SoundCloud, or wherever else you get your podcasts, and you can follow @Lingthusiasm",2098230.0,2102349.0
37,"on Twitter, Facebook, Instagram, and Tumblr. You can get IPA scarves, IPA ties, and other",2102350.0,2108879.0
37,Lingthusiasm merch at lingthusiasm.com/merch. I tweet and blog as Superlinguo.,2108880.0,2114079.0
37,"G: I can be found as @GretchenAMcC on Twitter, my blog is AllThingsLinguistic.com. My book",2114080.0,2119049.0
37,is called 'Because Internet.' It makes a great gift for anybody who might be interested,2119050.0,2121889.0
37,"in internet language in your life. To listen to bonus episodes and help keep the show ad-free,",2121890.0,2126299.0
37,go to patreon.com/lingthusiasm or follow the links from our website. Recent bonus topics,2126300.0,2130779.0
37,"include surnames, metaphors, and a Q and A with me about 'Because Internet,' if you wanna",2130780.0,2135049.0
37,"know behind the scenes how it was to write. Can't afford to pledge? That's okay, too.",2135050.0,2138909.0
37,We also really appreciate it if you can recommend Lingthusiasm to anyone who needs a little,2138910.0,2142099.0
37,"more linguistics in their life -- especially this month, if you want to say something interesting",2142100.0,2146999.0
37,"that you enjoy sharing from a Lingthusiasm episode, and then we can share it with other",2147000.0,2150329.0
37,"people, and people can discover the podcast that way.",2150330.0,2152829.0
37,L: Lingthusiasm is created and produced by Gretchen McCulloch and Lauren Gawne. Our audio,2152830.0,2156939.0
37,"producer is Claire Gawne, our editorial producer is Sarah Dopierala, and our editorial manager",2156940.0,2161919.0
37,"is Emily Gref, our theme music is 'Ancient Cities' by The Triangles.",2161920.0,2165589.0
37,G: Stay lingthusiastic!,2165590.0,
38,[Music],1350.0,16989.0
38,welcome to Ling Susie azzam a podcast,16990.0,19418.0
38,that's enthusiastic about linguistics,19419.0,21459.0
38,I'm Laurin gone and I'm Gretchen,21460.0,23618.0
38,McCulloch and today we're getting,23619.0,25089.0
38,enthusiastic about plurals but first,25090.0,27668.0
38,it's our anniversary every year in,27669.0,30879.0
38,November we celebrate another year of,30880.0,33749.0
38,enthusiastic linguistics podcasting and,33750.0,36939.0
38,this year we are celebrating by asking,36940.0,40749.0
38,you to share your favorite fact about,40750.0,42459.0
38,linguistics that you've learned from,42460.0,43719.0
38,length i-z Azzam so if there's a story,43720.0,45939.0
38,or effect or an anecdote that you find,45940.0,47948.0
38,yourself retelling people saying hey I,47949.0,49509.0
38,learned it from this podcast tell it to,49510.0,51759.0
38,people on social media we've been having,51760.0,53678.0
38,so much fun seeing your responses,53679.0,54909.0
38,already keep doing it til the end of,54910.0,56709.0
38,November and help us celebrate our third,56710.0,58808.0
38,anniversary and we will reshare them and,58809.0,60849.0
38,you can find other people's as well to,60850.0,62768.0
38,share yourself most people still find,62769.0,64719.0
38,podcasts from recommendations from,64720.0,67689.0
38,trusted friends and acquaintances so,67690.0,70118.0
38,sharing your enthusiasm for linguistics,70119.0,72728.0
38,with people is the best way for the show,72729.0,74589.0
38,to find new ears this month's bonus,74590.0,77678.0
38,episode is all about reading fiction,77679.0,80169.0
38,like a linguist a bit like podcasts I,80170.0,83559.0
38,get a lot of my fiction reading,83560.0,85239.0
38,suggestions from you Gretchen and we,85240.0,87639.0
38,talk about what it's like to read,87640.0,89319.0
38,fiction through the eyes of a linguist,89320.0,91539.0
38,so all of the linguistically interesting,91540.0,94059.0
38,angles and facts and aspects over the,94060.0,96758.0
38,fiction we've been reading recently in,96759.0,98798.0
38,this episode we also have over 30 bonus,98799.0,101648.0
38,episodes that's almost half the show so,101649.0,103779.0
38,if you've been looking for more quality,103780.0,105459.0
38,linguistics content in your life and,105460.0,107019.0
38,you've listened to all the back episodes,107020.0,108249.0
38,of length I azzam there is more we have,108250.0,110648.0
38,a solution you don't have to stop a,110649.0,112298.0
38,listening you can get access to these,112299.0,114158.0
38,instead just go to patreon.com/scishow,114159.0,116669.0
38,so and thanks for people who are already,116670.0,119078.0
38,supporting us for helping and keep the,119079.0,120788.0
38,show going a tad free not only can you,120789.0,123368.0
38,read linguistics see fiction but you can,123369.0,127328.0
38,also wear your length i z as 'm with our,127329.0,130449.0
38,new merch you can wear length eazy-e's,130450.0,132879.0
38,and patterns including the international,132880.0,134828.0
38,phonetic alphabet the esoteric symbols,134829.0,136749.0
38,and the tree diagrams on your feet with,136750.0,138969.0
38,the new link Beauty azam socks you could,138970.0,141099.0
38,have won them on your fate with the,141100.0,142238.0
38,scarf but that would have been strange,142239.0,144219.0
38,the socks fit much better wear the socks,144220.0,147279.0
38,on your feet don't wear scarves and ties,147280.0,149289.0
38,and mugs on your feet,149290.0,150809.0
38,we also have greeting cards with IPA,150810.0,153259.0
38,thanks and congratulations,153260.0,155879.0
38,on them but definitely don't wear them,155880.0,158369.0
38,at all yes plus we have t-shirts baby,158370.0,161129.0
38,outfits various other kinds of lengths,161130.0,163289.0
38,Uzi has emerge if you go to lengths I am,163290.0,165779.0
38,calm slash merch,165780.0,166859.0
38,you can check out photos of all of those,166860.0,168389.0
38,and get them for yourself or for a,168390.0,171059.0
38,linguist or linguistics enthusiast in,171060.0,172679.0
38,your life,172680.0,173269.0
38,[Music],173270.0,179979.0
38,[Music],179980.0,183219.0
38,okay Gretchen its grammar time okay what,183220.0,187129.0
38,is the difference between these two,187130.0,189349.0
38,words you ready okay the first one is,189350.0,192709.0
38,book mm-hmm and the second one is books,192710.0,197089.0
38,oh I know this one I know this one we're,197090.0,199699.0
38,good okay so the first one is when you,199700.0,203089.0
38,just have one book and the second one,203090.0,205219.0
38,books is when you have more than one,205220.0,207439.0
38,book how do I do you did great,207440.0,209569.0
38,congratulations okay good thank you I,209570.0,212029.0
38,have a speaker of English your English,212030.0,213949.0
38,vacant intuitions are working as,213950.0,215659.0
38,expected that's good to know seeing as,215660.0,218329.0
38,we're speaking English right now but,218330.0,220249.0
38,this is plurals you have sometimes you,220250.0,222559.0
38,have just one of something you have a,222560.0,223669.0
38,singular sometimes you have a plural of,223670.0,225199.0
38,something and in English the kind of,225200.0,227989.0
38,classic way that you form a plural is by,227990.0,229969.0
38,adding an S or this sound to the end of,229970.0,234019.0
38,a word we've talked about morphology in,234020.0,236539.0
38,a previous episode which is where you,236540.0,238789.0
38,add bits to a word to create more,238790.0,241009.0
38,meaning and plurals are just a really,241010.0,243529.0
38,nice bit of morphology in English I'm,243530.0,246139.0
38,very fond of them I like being able to,246140.0,248479.0
38,distinguish between whether I have one,248480.0,251208.0
38,book or many books hopefully all the,251209.0,254119.0
38,books yes ideally more than one book I,254120.0,256789.0
38,think that's the appeal of plurals they,256790.0,259608.0
38,just work more than one book and more,259609.0,261259.0
38,than one cake you know it just makes,261260.0,262969.0
38,everything better but there are also,262970.0,264469.0
38,other ways of making plurals not just by,264470.0,267109.0
38,adding an S or you know sir zu sound if,267110.0,270979.0
38,you have dogs in English sometimes you,270980.0,273529.0
38,make the plural by for example if I have,273530.0,275779.0
38,the word foot and I have the word feet,275780.0,278149.0
38,Lauren what's the difference between,278150.0,279829.0
38,these mmm I'm just gonna observe that,279830.0,282799.0
38,there is no s there but the second word,282800.0,285109.0
38,definitely means more than one foot it,285110.0,287389.0
38,does because English also forms plural,287390.0,289909.0
38,by changing the vowel sometimes,289910.0,291199.0
38,particularly for words that go back to,291200.0,293029.0
38,Old English and have this what's called,293030.0,295309.0
38,a traumatic a blot pattern but of,295310.0,296839.0
38,changing the vowels to indicate a,296840.0,298399.0
38,different sort of grammatical thing so,298400.0,300168.0
38,the fact that some plurals in English,300169.0,301849.0
38,form by changing their vowels was,301850.0,303978.0
38,actually really helpful to me back when,303979.0,305179.0
38,I was studying Arabic and undergrad,305180.0,306529.0
38,because in Arabic sometimes you add an,306530.0,309079.0
38,ending to make something plural but in a,309080.0,310668.0
38,lot of cases what you actually do,310669.0,311839.0
38,instead is you change all of the vowels,311840.0,314029.0
38,and sometimes even the,314030.0,315609.0
38,associations of how many vowels there,315610.0,317559.0
38,are or which consonants come together so,317560.0,319989.0
38,for example if you have the Arabic word,319990.0,321728.0
38,khitab which means book mm-hmm there's,321729.0,324399.0
38,also the word Cottam which means books,324400.0,326948.0
38,and so in this case you've changed the,326949.0,328839.0
38,ah vowel pattern that's a short e and,328840.0,332109.0
38,long ah - just too short,332110.0,333999.0
38,ooh scoot tube key tab coup tube it's a,334000.0,337299.0
38,little bit like English foot and fate a,337300.0,339188.0
38,little bit except that it's changing,339189.0,341859.0
38,kind of two vowels for the price of one,341860.0,343388.0
38,and in this case it's a bit more complex,343389.0,345818.0
38,as a whole system this is definitely an,345819.0,347378.0
38,oversimplification to say that it works,347379.0,348609.0
38,the same way as foot but the fact of the,348610.0,350529.0
38,vowels change is something that's kind,350530.0,352059.0
38,of neat and one thing that I found,352060.0,353408.0
38,particularly interesting about this,353409.0,354878.0
38,system is that it can also apply to,354879.0,357519.0
38,words that get borrowed into Arabic so,357520.0,359619.0
38,Arabic has the word else which means,359620.0,361658.0
38,money mm-hmm and the plural of it is,361659.0,363549.0
38,foolís so you take this FLS set of,363550.0,366848.0
38,consonants and instead of just having,366849.0,368408.0
38,the single a there you have and then a,368409.0,371109.0
38,long okay right that's fine but then,371110.0,373658.0
38,Arabic borrowed the word Bank from,373659.0,375908.0
38,English which is pronounced bunk as in,375909.0,377948.0
38,like a money bank like a money bank not,377949.0,379959.0
38,a river bank and the plural of bunk,379960.0,381728.0
38,because it looks kind of like cells it's,381729.0,383918.0
38,got you know consonant and then an A and,383919.0,385749.0
38,then two more consonants so the plural,385750.0,387339.0
38,of bang in Arabic is boo nuke like foo,387340.0,390459.0
38,loose you put o and then long in between,390460.0,394299.0
38,the three consonants how clever I always,394300.0,397568.0
38,enjoy it so much when two languages take,397569.0,399189.0
38,a word from another language and then,399190.0,400329.0
38,adapt it to the morphology of their,400330.0,403239.0
38,language and say okay we figured out how,403240.0,404528.0
38,to plural it we know how to polarize,404529.0,405698.0
38,words like this we're gonna do this the,405699.0,407228.0
38,way that that our language doesn't in,407229.0,408728.0
38,fact nepali borrowed the word kita from,408729.0,411158.0
38,arabic and it uses instead of using the,411159.0,414429.0
38,arabic form of the plural so in Nepali,414430.0,417579.0
38,you have one key tab mm-hmm but you have,417580.0,419829.0
38,two kita paddle ah so they also have a,419830.0,423369.0
38,suffix at the end of the word like,423370.0,425588.0
38,English does but they don't use the,425589.0,428348.0
38,Arabic form of the word but if you're,428349.0,430568.0
38,listening to people speak Nepali every,430569.0,433299.0
38,day you can often hear two key tab and,433300.0,436418.0
38,it's just as grammatical as two kita,436419.0,438999.0
38,paddle so it's not like in English where,439000.0,440799.0
38,the a C is obligatory if something is,440800.0,442718.0
38,plural you can just put the how to if,442719.0,444939.0
38,you want it or if it's necessary but you,444940.0,447278.0
38,can also omit it,447279.0,448339.0
38,whereas Hindi which also borrowed github,448340.0,451099.0
38,Hindi has obligatory plurals and so one,451100.0,454939.0
38,key tub and to Qatar be so closely,454940.0,457939.0
38,related languages you can't trust them,457940.0,459649.0
38,to always have the same obligatory nests,459650.0,461959.0
38,or not and what's interesting so Arabic,461960.0,464599.0
38,was very influential in a lot of,464600.0,465888.0
38,different areas because mm-hmm another,465889.0,468198.0
38,language that borrowed the word for book,468199.0,469759.0
38,from arabic was Kinyarwanda which was,469760.0,471649.0
38,spoken in rwanda and it subtly adapted,471650.0,473869.0
38,the form of the word instead of being,473870.0,475399.0
38,kita he borrowed it as iggy tabble,475400.0,477319.0
38,because can you want to really likes,477320.0,478549.0
38,words to begin an end with vowels and in,478550.0,480739.0
38,Kinyarwanda there's also a prefix biggie,480740.0,483888.0
38,which means that something is singular,483889.0,485779.0
38,and belongs to a particular class and if,485780.0,487489.0
38,you want to make something that begins,487490.0,488809.0
38,with a key plural you change a key to,488810.0,491449.0
38,evey so a key taboo is booked and Eve,491450.0,495499.0
38,eat apple with the B is books because,495500.0,498679.0
38,you always change Iggy to EB to make,498680.0,501109.0
38,something plural and they just took the,501110.0,502519.0
38,same pattern that they had in their,502520.0,503749.0
38,language and said yeah we can we can do,503750.0,505369.0
38,this with this word from this other,505370.0,506418.0
38,language what an exciting life the wood,506419.0,508759.0
38,keith up has had it feels like very,508760.0,510948.0
38,poetic that the word for a book traveled,510949.0,512778.0
38,around a lot you know it was a,512779.0,513739.0
38,technology the way that a lot of,513740.0,515598.0
38,languages have borrowed the English word,515599.0,517038.0
38,for computer a lot of languages borrowed,517039.0,518689.0
38,the Arabic word for book because,518690.0,519769.0
38,therapists were some early field have,519770.0,521299.0
38,books so so far we've had you can put a,521300.0,524869.0
38,suffix on the end of a word Kenya Wanda,524870.0,527239.0
38,has some prefixing at the start of a,527240.0,529699.0
38,word so where the morphology is Arabic,529700.0,532939.0
38,and sometimes English involves some,532940.0,534909.0
38,internal changes you're not necessarily,534910.0,537379.0
38,just adding or removing something from,537380.0,539719.0
38,the start or the end mm-hm these are,539720.0,541789.0
38,some of the strategies for pluralizing,541790.0,544489.0
38,but they're not the only ones what else,544490.0,546979.0
38,can we do one thing that I find very,546980.0,550069.0
38,satisfying as a plural strategy is where,550070.0,553639.0
38,you repeat the word and the repetition,553640.0,556249.0
38,is what makes it indicate that it's a,556250.0,559219.0
38,plural that's very economical it makes a,559220.0,561109.0
38,lot of sense so it's like saying book,561110.0,562789.0
38,and book book to mean several book yeah,562790.0,566028.0
38,intonation is one of the widely spoken,566029.0,567949.0
38,languages that does this so the word for,567950.0,570409.0
38,student is murid but the word for,570410.0,572719.0
38,students plural is murdered murdered as,572720.0,575479.0
38,one option for how to pluralize it ah,575480.0,577578.0
38,very nice and there's something very,577579.0,579578.0
38,visual about that form of plural,579579.0,582319.0
38,that I find very satisfying speaking of,582320.0,584659.0
38,languages that form their plural with,584660.0,586458.0
38,the prefix there's actually an analysis,586459.0,588619.0
38,of French so traditionally speaking if,588620.0,590569.0
38,you learn French in school you learn,590570.0,591859.0
38,like French forms of plural by changing,591860.0,593629.0
38,the ending the same way that English,593630.0,594888.0
38,does but actual faction French often,594889.0,597289.0
38,those s's at the end are silent pretty,597290.0,599838.0
38,much always right and so there's another,599839.0,602749.0
38,analysis of French whereby it's actually,602750.0,605119.0
38,that the plural is a prefix mmm okay and,605120.0,608328.0
38,this especially shows up in French words,608329.0,611208.0
38,that begin with the vowels from children,611209.0,613549.0
38,who are learning French before they,613550.0,615078.0
38,learn to read and write they often,615079.0,616939.0
38,assume that many words in French that,616940.0,619129.0
38,begin with a vowel actually have plural,619130.0,621469.0
38,prefixes so if you take for example the,621470.0,623929.0
38,word Amy which means friend in French,623930.0,626629.0
38,and the plural of it is also a me but,626630.0,629659.0
38,with an S at the end but you can't hear,629660.0,631189.0
38,the s no I could not hear that it is,631190.0,633799.0
38,completely silent there's nothing to,633800.0,635179.0
38,hear most of the time when you say a,635180.0,638359.0
38,word in French you put another word in,638360.0,640609.0
38,front of it and especially for a noun,640610.0,642528.0
38,you're often going to put an article,642529.0,643849.0
38,like the or my or something in front of,643850.0,645979.0
38,it so you would say Lani the friend lays,645980.0,649009.0
38,a me the friends and that's lei which is,649010.0,652578.0
38,the plural form of the but it has this s,652579.0,655669.0
38,that's silent and because that silent,655670.0,657439.0
38,asses before words it begins with a,657440.0,658578.0
38,vowel you pronounce that s like a huh,658579.0,661818.0
38,yeah and so the same thing with my,661819.0,664429.0
38,friend you have mon amie,664430.0,666369.0
38,Mei Zi me and again that a makes the a,666370.0,670818.0
38,seem a which is also the plural form of,670819.0,673039.0
38,my be pronounced as if it's actually,673040.0,675528.0
38,there I can totally see how as a child,675529.0,677448.0
38,you can see where this is going right,677449.0,679669.0
38,because like you don't actually speak,679670.0,681109.0
38,French and you're like oh oh it really,681110.0,683689.0
38,sounds like the singular is a me and the,683690.0,686448.0
38,plural is za me exactly Sammy,686449.0,689179.0
38,so you get little kids it's really cute,689180.0,691068.0
38,when they're learning to write they will,691069.0,692659.0
38,be like me za me and they'll write like,692660.0,695239.0
38,Z ami for friends okay that is okay I,695240.0,700398.0
38,have friends who like post this is what,700399.0,702528.0
38,they're like young children are doing on,702529.0,703938.0
38,Facebook like little notes that they're,703939.0,705739.0
38,writing for class they're talking with,705740.0,706969.0
38,ladies any it's so cute kids are just,706970.0,710448.0
38,great little paradigm analyzes aren't,710449.0,712729.0
38,they well and this is the kind of way,712730.0,714109.0
38,that language change could happen,714110.0,715099.0
38,because you could imagine if,715100.0,716299.0
38,French wasn't a written language or if,716300.0,718099.0
38,so you know some sort of catastrophe,718100.0,719029.0
38,happened in French people weren't,719030.0,720619.0
38,writing anymore you had a an area French,720620.0,722689.0
38,where they had stopped writing for a,722690.0,723859.0
38,while and they started writing again you,723860.0,725599.0
38,could imagine that people would have,725600.0,726589.0
38,reanalyzed it at this point like this is,726590.0,728329.0
38,actually what's marking plural in the,728330.0,729949.0
38,spoken version of French even though the,729950.0,731779.0
38,writing is preserving this other thing,731780.0,733249.0
38,and if you were to start writing it,733250.0,734809.0
38,differently in the modern era not,734810.0,736549.0
38,looking at what it did historically then,736550.0,738199.0
38,it would be very sensible to say that,738200.0,739879.0
38,the plural is actually does that mean I,739880.0,741139.0
38,think it's also worth just mentioning,741140.0,742759.0
38,that there are plenty of languages that,742760.0,744769.0
38,get by just fine without any plural,744770.0,747169.0
38,morphology adding onto words at all yeah,747170.0,749869.0
38,absolutely but I think all languages,749870.0,751819.0
38,have some way of expressing whether,751820.0,753079.0
38,their different amounts of stuff the,753080.0,755389.0
38,question is just do you do this you know,755390.0,757519.0
38,as a intrinsic part of particular words,757520.0,759679.0
38,or do you do this with extra words you,759680.0,762559.0
38,know you could say in English one book,762560.0,764089.0
38,to book many book a few book and these,764090.0,767509.0
38,words would convey also that there's,767510.0,769189.0
38,more than one book as well this is what,769190.0,770839.0
38,a lot of Austronesian and Pacific Island,770840.0,773749.0
38,languages do and they get by obviously,773750.0,776569.0
38,completely fine so for example teton,776570.0,779509.0
38,which is the language of Timor if they,779510.0,782629.0
38,need to mark something as plural they'll,782630.0,784879.0
38,just use a separate word which is Sara,784880.0,787609.0
38,or they so again they're using the,787610.0,790939.0
38,determiners a bit like French children,790940.0,793369.0
38,use when they can't hear the difference,793370.0,795049.0
38,between the plural and the single form,795050.0,797479.0
38,yeah I mean spoken French just,797480.0,798859.0
38,completely uses the determiners to,798860.0,800509.0
38,indicate what's plural it's just in the,800510.0,802129.0
38,writing we've talked about determinants,802130.0,803719.0
38,and how they have a lot of work to do,803720.0,805279.0
38,for tiny was just another thing they get,805280.0,807469.0
38,to do for TV yeah sometimes your your,807470.0,810499.0
38,the word can can take on that function,810500.0,811999.0
38,instead or you can you know use over a,812000.0,813709.0
38,number of words or you can do things,813710.0,815359.0
38,like you know for English words like,815360.0,817129.0
38,rice or bread you end up using things,817130.0,820189.0
38,like loaves of bread or you know grains,820190.0,823519.0
38,of rice cups of rice glasses of water,823520.0,827359.0
38,because saying Rice's or waters or,827360.0,830359.0
38,breads is a different thing and refers,830360.0,833809.0
38,to kinds of Rice's and breads rather,833810.0,836149.0
38,than specific bread items so we've,836150.0,839299.0
38,talked about different strategies,839300.0,840859.0
38,different languages use to make plurals,840860.0,844249.0
38,when we look at this across a lot of,844250.0,847039.0
38,languages and see what languages do God,847040.0,850159.0
38,we're doing typology Gretchen I don't,850160.0,851959.0
38,know if you knew that's what you were,851960.0,853249.0
38,doing right now we are doing typology,853250.0,854989.0
38,yes and there's a very cool website if,854990.0,857359.0
38,you're interested in linguistic typology,857360.0,858619.0
38,which is the world atlas of language,858620.0,860869.0
38,structures or walls and they have all,860870.0,863149.0
38,these interesting Maps pulling,863150.0,864829.0
38,information from all these different,864830.0,866059.0
38,grammars of all these different,866060.0,866869.0
38,languages and putting it on the map so,866870.0,868279.0
38,you can see you know how many languages,868280.0,870019.0
38,have prefixes for their plurals versus,870020.0,871759.0
38,suffixes for their plurals versus,871760.0,873259.0
38,something else because plurals of one of,873260.0,875749.0
38,those things that every grammar,875750.0,877369.0
38,describes if a language has plurals even,877370.0,879919.0
38,if it doesn't it's such a common feature,879920.0,881419.0
38,across the world's languages it's often,881420.0,883849.0
38,relatively easy to describe it means,883850.0,886519.0
38,that walls has its one of the biggest,886520.0,888319.0
38,parts of the survey it has over a,888320.0,890149.0
38,thousand languages which means that like,890150.0,892369.0
38,one in seven of the world's languages,892370.0,894769.0
38,are included in this survey which is,894770.0,896659.0
38,pretty impressive yeah it is pretty good,896660.0,899209.0
38,it's you know not all languages even,899210.0,900919.0
38,have grammars written of them or have,900920.0,902659.0
38,been converted into walls but that's,902660.0,904099.0
38,that's pretty high ratio for walls what,904100.0,905989.0
